"","2019-12-30","2020-03-30","2020-06-30","2020-09-30"
"순이자손익",NA,-0.00254243961705913,-4.51136299554067e-05,0.016061176842129
"순수수료손익",NA,-0.0450886439865836,0.120527873952532,0.0603645156956698
"금융상품관련손익",NA,-0.299020074207973,0.750407166123779,-0.272156315422191
"위험회피회계파생상품관련손익",NA,NA,NA,NA
"외환거래(환율변동)손익",NA,-1.05325443786982,-55.3888888888889,-0.224719101123595
"금융자산관련손익",NA,-0.578976517501108,1.24822415153907,-0.288514422795623
"기타영업손익",NA,0.213030214991284,-0.0665828393509371,-0.0952594778369363
"순영업수익",NA,0.0188278736553493,0.0461401566942292,0.045754413625708
"판매비와관리비",NA,-0.184667132913711,0.046197206110612,0.0081208761175966
"영업이익",NA,0.420836211717491,0.0460501944804594,0.0883778579491379
